eth_address,eos_key,balance
0x9cf21e04f58d865da4fb90607a0b4d27b59be3b1,EOS88DjmzosTXjjmqXVRUQLp7mKe8hpaZFMXULheWLSr2n9WLCRsF,654.2448
0x0157e269a89d482a4d5a6d69a9ec06e46674d629,EOS6JFViTSaHrUi94ggiYSsypuhgQ4tVES68GFTnVvjYshb62Pi6L,4.8106
0xd3d8b4432f073fa8390c3d46194cddd7bc05bd4f,EOS8YqdKufA6WchnJS8jjsvRVeL9KHo7oAZK9fcdpkJ2S81qSB8w5,1.9431
0x0e50b6198638969f037f3c06c05ea9dcf692cc1d,EOS7nmUD2ghnE4tCABNCbx4bHH3ZcsU1Y1sMHAphsGPGoAaTdjFks,7086.7882
0x468f4c864ccf419220f8013082770e84e1224ad7,EOS7st696GtprFNrcBa3C5DsxUSq9XmbLpuMivBhiHGbC66GYmTpK,218.6908
0x32360e03379eb4d2952e2e83a3531d54ef538fb0,EOS7Bdc9CMYSHZoCQLRFSnZZcMzMsQJ14CEBqgjpidN6PHy77DZ1F,206.1719
0x101f0d604623783a9194e4a03e149c83bd94ed9c,EOS7chuk26G6GjBq18Gs2tCpA2sq84T44giTeeHhKgLMc8e2jW2Ua,2.4402
0x6438c10d2feb5ffe6e8eafd0828c0b486e3c0ad8,EOS6sqvzWee2Are94Fp2EwLyhjHnKmJpMGaKF9ndXK15HSm7JnshP,2.6471
0x23bbc7e00e4c636aa230563ee6865684dcb899ed,EOS64LErPz4ciu9LeGUsDibcQZaQ1hQAxuayJKJgFvUXNA27YDUP8,400.0000
0x6b1f830a1ddb675e922f42f3f2eba0668cca173c,EOS7jWLdcqvJpQXDVj9gUdcyCwQLcDbhC9QfUDDRAqitgQbQRZDf1,999.9697
0x5c6390882ebc738790b2b2fe9c834b84dae35450,EOS5NYtTEYdabPhcsna6GDbmVYthCZhmWapMoXkrigrJ5VWcg8Sqt,5582.4968
0xe21fb3969b10afcf07dcf782055c0c21c88322b7,EOS6YL319UJyJkHoMmkCpTyDuigxZKNbXoGREN7W7UxBQZHEApx94,3.6138
0xc84bb367c7efdfa0490412a91a1e4ac7a613510d,EOS7DH2jceHLcfXpc8Ju7mJ75oKpuq7K1KFdJVCrnBCRwS9H76YsP,1101.3200
0xf2f4eea7fd9a070b691b6506c9cdb39e79a66b00,EOS68WecoiXmbFQYsdYydW27XsqcScErMYtcEbEUKVE3VCV4JwxY7,103.3039
0xf3084041377cc3de92d5514233315d1710cffafd,EOS7CEjixT7vvrB9QF1pBFuX4Wrp9eQEvUuSkfYGYHyhKbn9FPGsA,8.5561
0x9eafd1369573ceb7aea9dd929b00ab1591a8336e,EOS4vavcJSaFSiCVB6HF9tCXX17cos1rU9kXW9govypfxK2rBUgXN,1127.9039
0x51f1792588c60247bfa95076dc1e20e19d096dd4,EOS5KXyHTaPGbStvGwnW5dcuscNkXZoGtxjSyWfxjse4xCMFwMTNS,16192.6135
0x64d09431fd2b3a07da5176376637cd8876feca40,EOS5K3rsmf6o48qTQMrrX6j6RYhJRd9KkSw3c1ScQXdDpQaGnAjHs,658.2727
0xc84df4cf2dc2f818925a0cc7a14b1a19edd5e2b6,EOS7piKeHNgHzjn6EvxxyRduSSxHSbxP2XLSvoMWeZgFfd4PFWmB7,5410.5366
0xa2781fbf8555cfae3f98a213ee60af17295ad156,EOS62th2RPBwSikQQ6d6SNvTHSSH5M1ueDT3v2hPfBEhmB2fNAZhh,177.1609
0x0151d77fdffd58911a6b89c938eca2ba3623ba40,EOS5hJaD8tp3asUdwdanp8MueR7y6Na9gh3P8WuaZu4EZw6BA9kjf,200.1408
0x8e6c0de300fdd162b56c8b35ffa7acbdc3fad5df,EOS7zFpPoz7vYRumcT5eKfe2EAS6WT3yHU8vFEt2cDDgEXguwegJ5,1140.4771
0x715a5d106b5cab24f4a998319de6bec4bb4048d5,EOS8H6T47j1qrHUQfnEmbrz1jFXAkUQzgkWCof5mkUytuV2eqfsqc,247.8078
0x85ebb154565303557ef9a11eeddf92741a76a530,EOS6k6LyjMcF8LKxicQowuuSK1EgHu61VQKaxbgynwUSFoMvZ74UV,48.6391
0x3a66a48dbd7e14bb9da097542a82e990dc1c19a1,EOS5pB5smDLyaeqW4Z4Emyy85vV942qRYUxZr2quY7c7pfCdz5L1G,100.0766
0x349215312259bb1df57af43fff186dc1a19b3f08,EOS6DjAHJHyaRnEy1CZTP58w3dG23gg4ciZYaViukMpD5y99nz8uH,613.5889
0x8c2bef80ac7dc48748ea1836960e0d77f3af412c,EOS7AnBcEC71WKmbozz38bZQ1wwrPchFHQ6PKby9fYoTbkZYUfqjE,251.2944
0x2155fc4ca2b951b7cd6f9254ee50b3263e25cc11,EOS65cqxyeVcG3aqkeqvLBWuzY2DZneUSoXSqmXgEwzqnh8jk4gkT,863.5542
0xfb718023be7dac0b6771bb932225447740a903c6,EOS6K6Pe1AUkj3iU2BxCgpXzsCy7REQmz1wr2VuoHpTXPVaMFtKDF,6.8684
0x8bc0b856942e96345e3460b911bf9568d1083746,EOS8THb59Zm39YBfx2PSQb1ji6P2tgd4Mahcu69RCmiCkGkEShUWn,9.9905
0x1be48010c9d5c7402de5114292a8f07a1ac490d7,EOS6BRV53dWQM67M1R5J65FEMFuRzJCsA2YgUtBH8QVzo33vYz2i8,112.8000
0xce108d03d27b8382a0b65ff54baffb09b965c47f,EOS5V8x7Mv847nKrRx6GV55s8LxbWnah1ojkqgZemWLCzKRfeSGZ4,632.4074
0x9ad7a381172ec8cb864c97066966ae5c579eeed4,EOS4xhvWMsMsJXYKqQaWcpi3gkPS6cwayURXEATTx5GCpKaACsLnm,68.8345
0xbfffe2e6f13664212c59a24719ea489e7d3807b6,EOS5Ja3vxDQD8R8mDksvZEipUejQdK7DTWuamazc9LRawtrHSkQqZ,2626.5569
0xb521b90578f3e7c647482fa6ec7e246469c727da,EOS6jfbyFino4cVJwaH6nmaRDk6uoAvzb2gnvNiTu1ynsXzK38YC9,50.5009
0xf99bafe1b5effc7e1a79c76cbc57cabf1e0e4fa4,EOS6mgsxLNGKSoSP1W4SUAmuk8FCcHdgmW5R83Vb4iLMwN8SRgENw,153.3972
0x04da469d237e85ec55a4085874e1737fb53548fd,EOS8ZJGyPHw9GrUTfLj7j5NoCWFSQYyXJezN7ezhW9agcZSpKU1js,36.3565
0x86e32c047b1a0d3e13c3ee78003fcd62546cafdc,EOS6iZt1Mr6QA8eARDmx3kqTX5ak4Hfs2W6SdVg85h3QkafXdR64w,616.0920
0x5dae5c3ca2019d5f2a4d0fd4334435bf32b5e4c2,EOS6JYDskzfSihz99mqWjHrawBqWdW8knTJnpfvie4KtcC7xrtwma,113771.2458
0x8e985bcc66988c73b10b7cd16a9296d26e18c96a,EOS5RoW6XzGMqJSqJMfvy3ULmtPL81Zk4WJMDdDh8fqG4SJgxUbFe,51900.4369
0xa4d9cc20e87ec9248d2a2508f037c54580e493a3,EOS8Gcog8dD6djAjQWwRD8MnM1SLHS8w545J5qGa811RspYeEL48X,100.0194
0xc05cf8aadf0eb4a93e8c2311a1ccfa9f3a20b0d9,EOS7F2XYebB9cZCoyuSTcThSUngVndrVZ31Vbe8ZkcRKbJnnAtjfn,681.0837
0xe44e6a9eeef231be4cbd54631dc7acf159864b71,EOS8j5We5t9yMKtKqaQm6xvKR8ebPNMq2qDgvVJZK4dWPUZteuS12,162.6233
0xe99ddda75d5e16969af781d7e97c39a7ae1faee8,EOS6YRy35CYRxXvmE35GM2f8tc4nd3vbeQTS9WLYzVGy4crtkxDkw,26.2335
0x40095bd940a96c8b42abc9602a265071d0ef82c6,EOS6KrrF9fFXvSLjFbWfKz1v3z5DH2fiCx79trKBMvp5KYXb51WmD,8832.0964
0xb3393e6991ccf120bf7d83e6e53aa6ac8ac5c551,EOS6DQPheG2dDWqu6DS9bosxyhw2UnAyW3LU6DApc3USj71KLuCLV,100.0521
0x5a457e36742313cfe068e2d7fda66671edc3f469,EOS73Ybzu3Upnft7xUZRc65FtKsP5yhGTTX2WDJYT2fFGK5YR7Q9b,1229.4173
0xf15c54739534054d47cebda707ccacef71c67777,EOS7KGRXSWd8jDWnz58UUNSctoLVA6oyG4fYbnAdVp781ENNLffRj,1.0000
0xeb7add4d7d152d9ab286a5fe93d1aac2b5195767,EOS5ZHGc7AJ5oHF66D43AUyxPBhmiTkSPQFAFowJrmUPcvqQsJf7H,1000.8000
0x29a252aee8da48b4d0c4cf37fb839e82236b4899,EOS6mN7KZSVXq3XnrTfa74Vieyms1CHTdpDg1wzb2cY3xkEZaFhBW,285.0219
0xefac786a3746268bab4a82166369d7d817f4e276,EOS8KjTspdBxptM2BooQkHtCyMA2erJTQPwU2eFMYNEnmfDx48pzB,1587.2371
0xc4a1bb15c8d65f4c4b350ee6c6c057b0e3c84d94,EOS51fYvWBeWvGEa9nTyiuJaG3TbcYFmKbYKR6Zv14PyvLNNp3NUD,235.4046
0xa7c2bdba7cf81b0fab1360c30ea1f5e545960db8,EOS6QfpUszW3P5khbuhuFS2KDVm9U7i4U3kRaiAZoUUwSiTM21qWJ,1.6667
0xc901efb75b956f7c2531d3256fcf74c3b6ebf489,EOS7pSe82vA4hxLzA1S1GUBCKHiSGhy5UGxsjdYdQZiJA5Hu9qggy,3.0000
0x3db60cc91b33b5650eb39c026706c1a589863a1d,EOS5FbY9BB59fzG9s6iPemmVGKeo1MbqBdVTj6JAM8enamnyHB7pz,533.8998
0x24ee66e431d986dc7db14c6cb5ff0f70d3ce5003,EOS5AW65VMJNWECSh7LmbdjBdrdESjuDDNXYQy6UYvygmYHesfVQU,4.5328
0x9ca975ad73b25fe891bbd2802140e544ce7db9b5,EOS5EJv6rLjSCf98aTsgmdqwwi1RNbTV5XAiFzNBQmSkZdjLDsK2J,75.6232
0x8e844a399d9984f39b2ab60cef82fd85ea21db60,EOS82XodAyA3y78XeiDHESbSxWVYVioQuAB6raen6QJR3eJsnJVQZ,2024.4926
0x4c5434505bfd9a482e70f6f5d91c2944a7a785fc,EOS6j7ARWJ8xYsNdcs8o18XGWf9gBCfNJFqJg1JjPLoouzuHB3RJd,157.2573
0xa714f7d46ac832c8af574d4fcc39a83dfdf325ed,EOS7UWjmkAoum51DH2qtWJ2CZNpoS8VYoATyS7AgAxSLCguPr4on9,607.4531
0x689c5c6ddca268ef86d8bbc963c034ebc4178b09,EOS5TiJC5b5yn4hjDuDsiwVjj8WfuCwRXzusT2f1EAxTz7jrgz5Ko,1149.3881
0x5c68b88dfc8b6932e6eca76ff6bd5274924aef1f,EOS7KP9cFxexiPQeWtpW8C4VykPwpXkNbrcgiCJKqQmS21DXSYXkt,152.6015
0x758e44f1edb716d40ea20a7f784feb5e392ac712,EOS5zKcDSm1N5wSqYuHPMcQWPk777gUhcHy2v4gxD7NweBbbNBqDZ,1227.3559
0x1f777dc79f4bd77f6e411ff9f67872cb8bca7c56,EOS8dMpNC8m3a6rKMQX86vjwXMnoeEAW6p9Xd13bFknU7Y4k5bf46,9.6189
0xa68a99d100f9615f0c13bbf7f8747e8a7fe9eb2e,EOS5yG6tdxdyG2kNHaacQawtKf7jXYztaDNXYzL6jzMpU17JUcb1m,53.9011
0x41035eb0d4049061a61ede8514148db5ca1bd5db,EOS6s1kdGiQcZs4tu6tWAdfambQQs2CPj7eNhLf66yR1kqnqd7Q9o,289.4162
0x15e716dbdb02ae66242ea2560a95c266e5e0f55b,EOS7AcPmvkN5xWcMBBEXH8Dk2h7xgFu2H2DPWnFHaF5bw8JVv3ixh,36.9107
0xec6ac27b75aa88ad145bb82735fe7df533af90f9,EOS7od5QSzeK12nieofEKdGXMyx6uRzzoj94cuyEiRpKysyqEk5hP,5.9224
0xcf566a9e8048087a3124e85962751a6e8ad3ab78,EOS8jSsCKaHExjJsVJod9E6FZPvRn8Mm7LrhUFnDUQDp6gScNd5MN,27.2160
0xa5ba9481b148b4293a62473c302ce4d4f2cb5f89,EOS68HWKAcrS6qVxkcFtcnUtiAv7q1nDMw6EkLzQSGYhNZN6uxNcf,1130.2626
0x492b0641d3197e2c9de6f179462106a21c9d8739,EOS7pMPQAxNPHw3jj3ZswVztVD2soTJMNNWLCEBHdjy76gHDdLoz5,7.0000
0x8b32e0f69e76cc466b6596729e921772254bfa9e,EOS8WyaG6t73xEFS95JzKErAVFNFagonLEF5aiXuvwn883ktS1WcQ,22.7374
0x892e4ad0627eb351547a3dce33dfe06864f9a3b7,EOS7rJrgFfHtD2d9WEHEb7UJTUUM7dAirBqpzf6AAHwFMH7bAuzip,61.3588
0xe66a1a14a5e084025461e9545d7bd182a823cd5e,EOS6AP122CJJn3KcGjX7HkvVAtZgPEt5o55ZPgfm1mRoLH4w23ZhD,3.0679
0xcbd5bca9cc8abd19ecabc1305776e5368450e69e,EOS6qKXExJhzXrcohDdU9jDgG47YhffArro3H3s4ay6LKDcBSUtbu,106.1243
0x68489e7a8d1f3cc05f4ed93fd9ab03159ebbe6b1,EOS6eCuoKxHpkELzrG54tXJ8tZVV4yBHiBQTjDm915pCBu9HG8Ekf,3382.4166
0xeca13ba7fd39f4422a40854a7d44ec4d60a3a7e0,EOS8QTmB5HNa9uTniLXJJL3msVJGk9AjWcdyykwh3Ku52Tv9BfxKE,20.6746
0x12a2e3c6f658a58142a9552526b251bebbb3f2ae,EOS73ecv6S82UDzHL5V2pC3g9YUEytZ3cTxNCqNDyeA1N7ZeMf4n3,171.3744
0x636ddf39e65ec90edc142d3c63d336a8dd50c2ca,EOS5tEgFMc734cPmQwk7gGHsWaa4WnCYbLKdh6o4mFgA1umo4Tnyf,56.3332
0x312ccf711c5db18aca278d5f4c07c0d8a6a28f74,EOS5XvKaiXkEStHtfzHSpdFGnpptBsJoBczP1pav7fgdV5BP53bZ5,1.0939
0xc3cbda103fcd73a630a8ee2689f2d404b7c279b8,EOS8NoKrZXqh5qf6mhD2sQh3CFDzRU31zMCfELaKcvSmZcj81smQf,153.3972
0xd5be984e7dfd99bcfb151badb54cdf0a30b154a9,EOS7pBRe1zn2q46h7xr3whJTmzU3VUbXKbz8AYUzkWrBG2NGKT2jh,1002.7944
0x0eac1be5c2bf16b9ae3dad30f7815c466db6af8f,EOS5iTNLf5wLPZ6htSXzDMvtuwWyTJxbX7VKo7KKyRfEow732mh7E,21.6816
0x6833630850ec64ad3ab4abcc07fb208050fa1eec,EOS7ERkkgib9AURP83KTZ47n15fqFv6bNHpW4wNZVZaCyZSoyHMXc,2087.3721
0x64d9158731c21c5a3f202b103c46116c5b827a1e,EOS65kPLFyRxTxkxsssbob5rQKiWLGYpER3xwTeB4jiFffVhJWExm,121.4969
0xcb526e3205bfc3565f52aafbe5fa38aeb4bbd39e,EOS6Sw6w8aAWeFdMqCVCpbjawmYuBaUg32Cda34V11ez4fH8prMnh,151.9471
0x9d9a88457aa0eb01248cd80ac58e63475a09abb4,EOS5WaF83yvBCJV5M6oN64c89Qox9vNezLKfwEAh7pFPSaBb9XzRz,165.1358
0xb78ccf08203b2750cb82d9348dfc291213148b93,EOS6KyCJJTeRjgwVFNsqFC7QBW7oEySGfVPegXZnzBvkWCgCAW1XD,1500.0559
0x1b26ebc37851dc6eb054e4ae37a0e2e455c6a725,EOS6xGcFHiuERHfN1WRG1xZFXATZwXdS7EiXV8un2dj9Z6aYVQpuC,75.2604
0x8323d4dd1cd7975f285df54e28002519a0d9db53,EOS5vV4i8QpoRGZDSAzu9WmxgYpg9PvLS7n9deokaWUH8egUzCpou,2925.9253
0x389892fd7fc897bfd26bee1322b5d24a041af00b,EOS8BzgzeRGcHT17xMYw8iVymo3E6JL5pXpb43RED2FeHLiUmwr35,1123.0389
0x03ffae365b3b257620414944e413e74a439917f3,EOS613pjE3KmmHmV3FHX1jtyogowhCgMjpBC6Kk3ssqhHepMPyNY8,361.3852
0x8231a019fbe610165ee4132286d192c4964eb82e,EOS7vhqPxiwcpgMRu6aCJKVvu6bQ1Bp5Q3CP8QEPt2ecLxJb6Ltux,52.6417
0xc387fbe7199591bb5e2f4ae22ea06161a637933f,EOS5osqzT2pLbVNY12YDi7rBHx29QhS5CnW7iNpQkrHbvXjuA7xEr,2439.3502
0xfd159ef8922c695a7578100ccbd05c16146b4012,EOS8YD2ocAeKMesJiAtp7beKzpmAHZt2rWQPddZAfEUjP9CjJDyFm,396.3315
0x716b8b31d0b8b84ecf0a75dd5d2e06c02dd9d5d7,EOS4xzGgfQexN93JeAKKyKv2mWEe44eAdvQ86NWVH6872hFkD2E1F,146.1262
0x4ff8dc027a0d486476da1c698c147aab7dd82f92,EOS64rWfdPg4FAMuxALz88LcpoQXjQQg6WLgT4ZGc2YZLeNb97RYN,1489.3598
0xcf0438abcabb019b374bb990ff762841fa55037c,EOS5uLDdHA9CHCRMDpYXGpJ2pN4bbxrJpMRr7ETNbZJk1qqagSnxN,1.2652
0x4f0c408d5ecd4d9c097bf01c6587a2a3da1bcff0,EOS7R5Vkq2b5oMd2kQd96kSdfhJf3NRcJjsK2u7Ln9duA9hXbYPNr,153.3972
0x555f70318364a056a9c2a6c5b26af0a42bced510,EOS6T5GY1APi3GRjtbAAqnssotfG1LpUfheuvPQFsQL8s4bnbg4yE,74.4691
0x1c0c1971aa650adca5a32f7c5c3ca998fe34eb70,EOS844mDnFN7f3aLGSZ59oFdVAHRuEPBZvvefE9cDiW7ErzNdCf2w,320.9670
0x093b7332ef68e303018d4f84809f413f78327656,EOS6RgbQGFaQ1F9WGPVKZJ12y5L7gLWAbv9RoyBr6akptPvsWQ2rs,28.5685
0xc383298240465ee8db98e6565ba2330a8367a0df,EOS5gke5PoTruxdtxkb5W5Scu26CkSFxoWWeGJU9NoVip71Tg3Adp,6111.3463
0x708f95f95bc44d68eacaa3f087562f54ff8e8129,EOS6XSttXbMoZzkJszanAtAA83xxNXmrigEsjSsQbimrWz1bcDXUo,7.4531
0xf739eafbf3400c26950d18802aca8da20b2e2eb5,EOS6Ed5DMq8R3kw3fCRyPEMkJJGL9HJ8mwyPhbZD5eBi5e8n5Y4do,2452.3559
0x85a282c28e4300a082c5d01103f92d40e1695497,EOS6WVhmgsrtwNDEyJMua1X8xxPV92sa178aUFhWEgWBTeS8KtBPR,1.5833
0x3a53519bdfc3bd3783f69bb194338f35816f1d65,EOS89CQmur6XjbB8hpcdAfLA8f8gzB37T9FHHe8aKKHtAyywJBUrt,612.3058
0xb46b4b59779d7eba38965a8e5dc8bde32ae8c236,EOS7noi9BiwVJ5YjhUL7ifXwF4zeSP1E4cP9rtNFct9R45SVGk9Xf,12.2907
0xdd3084f0665ef85e859bfdef46309f68ed9cc77e,EOS6Utpnxh3mXLCsZSqSmg6nVeHDiWv5YKzNNqp5CCZeis97p9K5q,4.8551
0x47afc5771b510ae49e15cd53a0dfb8e0e7135921,EOS7Z7D741npSyLBYi8cJAoyHwdXR9eSLQuVg4NdJCSJC8mJK3sai,67.7399
0x46620457dd35591ac7e19e80cb655497322849d2,EOS5We8xKpBE7eVq27WExP9W8mQc9V3UafZkCb4PnDrywHJMa2iPm,50.0000
0xac9017281ec1fecdbf8134bdc095ea16e1dccbb5,EOS6YDgaLeKtQg9SXkD1w5a1D2kBiCo6hybK59jvHjiJu6Szy86Pt,2.9944
0x05f952e0e8c6906d38b90e9bc8b8a2b7eb738ff6,EOS6ontiL1DLJbWAE9836BWFfoBspKpWUjrKjsUnPNhEWBQGdvSEx,261.4286
0x922890c7f09db46703db3f485e0336d0f5be9da9,EOS8F39V73qN3MwxFub8YwcjPzhsjQKGjgTTKJvL2iPBT3MzPtvTN,970.8234
0xa5b9b05e3479abca8b2d3740585280c42dbf6ebe,EOS5nzTJ92MajPs3see7pA17TWwvQkSoiSjXXPAkYPjRv2AhieQAP,249.0143
0x1db475c127ab3930121aff7d49c9a97c4a8a812b,EOS5gdEVji2GU4ZLVcEc9TYRcJX1NSNRquRVycwrHHCw3AZSsjFpe,1000.0000
0x8f31a402ccc09b2b3f38284fca0f91cb259bfeeb,EOS7VXkCqh2aQ3aLTCKMEKewMbWrrbJfQXH9FgYQgGigQt13SbtPq,1.7000
0xd6195e344660da29cb3f59fbf0a7ee880ced5337,EOS7jf6AGZEpPVcbkbFgNrv1QTRxVKHVcbjv7QLGF1g3Y5o7iKggN,1.0000
0x74338648a13a8f922a46ff585c4be6c5d1282d42,EOS6cumfmon1H7MVDAz4AEYoKhFKEPVe13vr5MWHPp7g72cjSJkpz,1.0000
0xbbe01707a0923b6e8701a07a4844a0ba1c329674,EOS4tkW67Di99oW9SNLuUZvDMBnUQSEduZVrBkR6mPLTmE35DGQh8,658.5492
0x23dce30f238aede0d340f1b275cb4d7861fa2f3b,EOS7EGGu4kDHd5CifvtfBxjvQPhu5UdariUNY3j61QCc3EjaEiXb1,63.9860
0x6129e84889a65113a89e4db96840375aa1bc5043,EOS5NLwLdN2vRwAGSgd9o3SWqZrHatycZ47yBwBTMFGNn9wwsRWLM,2580.6191
0xd71586bc47a734b61d0f56ea04370c0f46240032,EOS5wVgKEZbs21ExuahY2FAKMkGEDret2vxEndt2Epoj9VZpG7UE9,1.2488
0x8b07e3062780d620c79a3bac4b0c682226d999a4,EOS7GTjPQ8ZtfK1cGLPgSf2uBQ3Yga1jCa8ghE2iG1fd7gErtYDAN,143.0819
0x4dc067bbedb3eb9bb61d655881b800a969fc1038,EOS5f1xU3WuZi63JLoUXpB3wTrWwciWBQ2G1KULBYpYCKCXNMi8TY,146.6595
0x0064f99bc53bff10c5791e16d910cc9e7c8b2b20,EOS58F8wLHAFdkf66KU45dcht2347LFAARsytWfTBQqobeVo9vqSy,306.7944
0xa2ee06703b923fdc6af6b7fbd06f21f370595b8b,EOS5LLKDPkHUYMhZDAyb3uwzmwy7BHg8LQNsvVNeKdNau4HoSb9Th,306.7944
0x00bd383fc8c258363890ce8785f0e09f2057d113,EOS6zsGaHM3BVBnwEXbYtSQNL5RWYtqUxVcm6sKjNPxJ7mALdZnNk,613.5889
0x5dcd1c6820aa2ce69d024f28ec052c21bdaebe4b,EOS6L8TKLwJ2Buu4RTtcJ1nyse66ESPZBQH1YXpYBb7ynEM9w62ub,100.5135
0xe63727475ecac9f6673cd31edea73acd21d5c393,EOS7FKys3WcHjh3rSjTu9JLFbwcUvWBkK1NBBmULHF1GkdMkBohaf,10341.5019
0xd4934c0176d232ff8c907372be6ce5b8bd2c56f3,EOS7QGVjvg6eo5xbDqaTA2x1xenVaYbvsCp3eVTKC3aJsqUK5E5zt,13.0497
0x7295e87b964246050b58a4fcaa060d2e088e673c,EOS7AbvehzSiKYqaNPtgvbLobuXGBhm666Hdt422RdToqGAt2XVKV,31692.7560
0xec4de3ededc964b4e7e3f6f40082e09037566a3d,EOS7vQu9Q3R8r6zvAP3EZ8kZweyN2QQEsGPF6kjtJpAGQb8VyEJnS,50.0000
0x298a74082be74ed0dab59889ebbf85d75367c084,EOS7FqrHWm8xZ6YA3XAz6g9D1F5CG1yfRwQBZw8jZeyGzPxpreSpE,12296.3588
0x35abb9ac257f94d41ec5c93849f02ec0faeb798d,EOS7GtikQweZSeSgCzLNy9D9jhBJkPzKdzZR3Av2xgkn9e4mD1eVq,7.7717
0xd84fdfac0439d944efbb6e42bbfadf23a025c74c,EOS4y99R5s5SabBi37u17nQrhu1UTqtMhnkinMSRZFiz2uL48pLuD,1002.9502
0x6c278d9af036665e6c1ca16d64f354f13584f155,EOS7Eycyy847ttiPCPVNh4CDUCjAFAQnDg71XGoFUG4rFXjDB69c1,106.7944
0xb523082e9c2476e237c0805fa3e79c4131093947,EOS7vZiQtLsRS8jZc9FSw7Bc9yzWgSS9eXdEESVxy7cCXqiGA4Zox,1.0000
0xe3e5c16af0116d6291ed52351aea6d4d76340718,EOS61qDtzrAVL1XP1M5g9i7YSkERnib2e4RpxJFNzqw5DcdPR8DWw,70.7617
0xdcbd84eab566dbac07559d39c2e0867c67cb2172,EOS8HsMLpMhC2yzZfiiQDUAovX1syg9NE4uXcTuytREzXDhanoNZm,12.5393
0xbd12bb451b618308c45b55f89772664087172dea,EOS5zy2VewWd1kZEpVnEMhK1ruReBXYdaJ8CYvaQXLgeqdzKQGwgp,31.5590
0xe20df59ecc01ee28e3e794d64f37c6961bae495c,EOS7UVMyhgwGri37vGBTB8cvyj7cREHD26Y7gzoGm88LbHUydJMS7,90.8287
0x415eaa59e3c6c4de957441712f224bf8f7ba2250,EOS6Xmc2Admb6BdNjTAWsuwcFK1PcQLM996j5Y73J6nNw2KDrE1g7,3695.5010
0x77b51682b247a1769cb137884638920f05fece71,EOS4unmvG9Y9FCtqo99zk6WHUY4CQJoH1CE9g9dbMSQAPL5uVLh8j,439.5935
0x6f6fd12ff738898e4c34a06beba9955b3b6e02cb,EOS7s746UBkwJhASrFJHkCrS394f1khy9Z2LHzBY7QfdZjTwms5gv,2.0000
0xe04ebd17b55a39577266d887cd7fe4b11ddfc957,EOS6jN5vZtBVzq4ATbmovQFVJwXp6udyCYNWZzo1f4cvGKunqbtui,11.2061
0x846c8b466ea140b799031f2f695fbede6f2c8223,EOS7LyxRHg2a5cMdoM2qbod1du5hZxRExTmX8tZuAKPqmmDUX1LLX,1509.6121
0x9aad57c6bdc424bcfbaef9ce687f37bf24c5b2c7,EOS6N5DPzqV8PvBX1w65rrM3d85sVLF4T6TStERtPaS9Xnnwxamz5,2003.8967
